Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,IncomeRatio,LoanAmountRatio,Gender_encoded,Married_encoded,Dependents_encoded,Education_encoded,Self_Employed_encoded,Property_Area_encoded,Loan_Status_encoded
LP948,Female,No,1,Graduate,No,1142,3246,599,84,1,Rural,Y,4388,7.325542570951586,7.130952380952381,0,0,1,0,0,0,1
LP949,Female,No,1,Graduate,Yes,5437,2931,395,300,0,Rural,Y,8368,21.184810126582278,1.3166666666666667,0,0,1,0,1,0,1
LP950,Male,Yes,3+,Graduate,Yes,2536,4125,567,240,0,Semiurban,Y,6661,11.74779541446208,2.3625,1,1,3,0,1,1,1
LP951,Male,No,1,Graduate,No,2390,2971,369,120,0,Rural,Y,5361,14.528455284552846,3.075,1,0,1,0,0,0,1
LP952,Female,Yes,2,Graduate,No,1626,2017,496,180,1,Semiurban,Y,3643,7.344758064516129,2.7555555555555555,0,1,2,0,0,1,1
LP953,Male,Yes,1,Not Graduate,Yes,6576,2415,360,120,1,Urban,Y,8991,24.975,3.0,1,1,1,1,1,2,1
LP954,Female,No,1,Graduate,No,3557,3096,264,240,0,Rural,Y,6653,25.200757575757574,1.1,0,0,1,0,0,0,1
LP955,Male,Yes,1,Not Graduate,Yes,539,1609,230,36,0,Urban,Y,2148,9.339130434782609,6.388888888888889,1,1,1,1,1,2,1
LP956,Male,Yes,0,Not Graduate,Yes,1149,717,9,120,1,Urban,Y,1866,207.33333333333334,0.075,1,1,0,1,1,2,1
LP957,Female,No,0,Graduate,No,4770,3561,554,60,0,Urban,Y,8331,15.037906137184116,9.233333333333333,0,0,0,0,0,2,1
LP958,Male,Yes,2,Graduate,Yes,7557,1016,454,360,0,Urban,Y,8573,18.883259911894275,1.261111111111111,1,1,2,0,1,2,1
LP959,Female,Yes,2,Graduate,Yes,2005,3565,87,180,1,Rural,Y,5570,64.02298850574712,0.48333333333333334,0,1,2,0,1,0,1
LP960,Male,Yes,0,Not Graduate,No,5752,1960,244,60,0,Urban,Y,7712,31.60655737704918,4.066666666666666,1,1,0,1,0,2,1
LP961,Male,No,2,Graduate,No,808,1048,342,240,1,Semiurban,Y,1856,5.426900584795321,1.425,1,0,2,0,0,1,1
LP962,Male,Yes,0,Not Graduate,Yes,2913,1357,357,84,0,Rural,Y,4270,11.96078431372549,4.25,1,1,0,1,1,0,1
LP963,Female,No,3+,Graduate,No,3813,3426,106,60,1,Urban,N,7239,68.29245283018868,1.7666666666666666,0,0,3,0,0,2,0
LP964,Male,No,1,Graduate,No,5136,115,90,300,1,Rural,Y,5251,58.34444444444444,0.3,1,0,1,0,0,0,1
LP965,Male,Yes,1,Not Graduate,No,7872,2095,510,84,1,Semiurban,Y,9967,19.54313725490196,6.071428571428571,1,1,1,1,0,1,1
LP966,Male,Yes,2,Not Graduate,No,1631,1801,485,12,1,Urban,N,3432,7.076288659793814,40.416666666666664,1,1,2,1,0,2,0
LP967,Male,Yes,0,Graduate,Yes,7406,2146,558,180,1,Semiurban,Y,9552,17.118279569892472,3.1,1,1,0,0,1,1,1
LP968,Female,No,0,Not Graduate,Yes,3881,1620,22,12,0,Urban,N,5501,250.04545454545453,1.8333333333333333,0,0,0,1,1,2,0
LP969,Female,Yes,2,Not Graduate,Yes,7412,2950,400,120,0,Semiurban,Y,10362,25.905,3.3333333333333335,0,1,2,1,1,1,1
LP970,Male,Yes,0,Not Graduate,No,601,3792,355,240,0,Urban,N,4393,12.374647887323944,1.4791666666666667,1,1,0,1,0,2,0
LP971,Female,Yes,3+,Not Graduate,No,2625,2941,318,180,1,Rural,Y,5566,17.50314465408805,1.7666666666666666,0,1,3,1,0,0,1
LP972,Male,Yes,1,Not Graduate,No,3372,977,394,36,0,Urban,Y,4349,11.038071065989847,10.944444444444445,1,1,1,1,0,2,1
LP973,Male,Yes,2,Graduate,No,1687,3066,217,84,1,Rural,N,4753,21.903225806451612,2.5833333333333335,1,1,2,0,0,0,0
LP974,Male,No,2,Graduate,No,7693,783,365,36,1,Urban,Y,8476,23.221917808219178,10.13888888888889,1,0,2,0,0,2,1
LP975,Female,No,0,Not Graduate,No,3243,240,609,12,0,Urban,Y,3483,5.719211822660099,50.75,0,0,0,1,0,2,1
LP976,Female,Yes,2,Graduate,No,1032,1553,576,60,1,Semiurban,N,2585,4.487847222222222,9.6,0,1,2,0,0,1,0
LP977,Female,Yes,3+,Graduate,Yes,4558,1012,102,60,0,Semiurban,Y,5570,54.6078431372549,1.7,0,1,3,0,1,1,1
LP978,Female,Yes,0,Not Graduate,Yes,4218,186,101,240,1,Semiurban,Y,4404,43.603960396039604,0.42083333333333334,0,1,0,1,1,1,1
LP979,Female,Yes,0,Graduate,No,5085,1881,348,12,1,Urban,Y,6966,20.017241379310345,29.0,0,1,0,0,0,2,1
LP980,Female,No,0,Not Graduate,No,2716,430,605,360,0,Urban,Y,3146,5.2,1.6805555555555556,0,0,0,1,0,2,1
LP981,Female,Yes,0,Not Graduate,No,3427,238,453,180,1,Urban,N,3665,8.090507726269315,2.5166666666666666,0,1,0,1,0,2,0
LP982,Female,No,3+,Graduate,Yes,524,2345,30,84,0,Rural,N,2869,95.63333333333334,0.35714285714285715,0,0,3,0,1,0,0
LP983,Female,No,0,Not Graduate,Yes,4696,75,299,60,1,Rural,Y,4771,15.956521739130435,4.983333333333333,0,0,0,1,1,0,1
LP984,Male,Yes,2,Not Graduate,No,3847,1356,493,60,0,Urban,Y,5203,10.553752535496958,8.216666666666667,1,1,2,1,0,2,1
LP985,Female,No,3+,Not Graduate,No,3212,2330,314,36,1,Semiurban,Y,5542,17.64968152866242,8.722222222222221,0,0,3,1,0,1,1
LP986,Female,No,1,Not Graduate,Yes,4840,1902,642,36,0,Semiurban,Y,6742,10.501557632398754,17.833333333333332,0,0,1,1,1,1,1
LP987,Female,No,1,Not Graduate,Yes,3400,4013,136,120,0,Semiurban,N,7413,54.50735294117647,1.1333333333333333,0,0,1,1,1,1,0
LP988,Female,No,2,Graduate,Yes,5479,2059,633,360,1,Urban,Y,7538,11.908372827804108,1.7583333333333333,0,0,2,0,1,2,1
LP989,Female,Yes,2,Graduate,Yes,4745,140,281,36,0,Semiurban,Y,4885,17.384341637010674,7.805555555555555,0,1,2,0,1,1,1
LP990,Female,Yes,3+,Not Graduate,No,4709,1789,450,36,1,Urban,N,6498,14.44,12.5,0,1,3,1,0,2,0
LP991,Female,No,1,Not Graduate,Yes,7441,3626,511,180,1,Rural,N,11067,21.65753424657534,2.838888888888889,0,0,1,1,1,0,0
LP992,Female,Yes,1,Graduate,Yes,262,16,138,36,0,Semiurban,Y,278,2.0144927536231885,3.8333333333333335,0,1,1,0,1,1,1
LP993,Female,Yes,1,Not Graduate,No,5281,464,140,84,0,Rural,Y,5745,41.035714285714285,1.6666666666666667,0,1,1,1,0,0,1
LP994,Female,Yes,1,Graduate,Yes,3347,1827,605,180,0,Semiurban,Y,5174,8.552066115702479,3.361111111111111,0,1,1,0,1,1,1
LP995,Female,Yes,1,Not Graduate,Yes,7882,3028,490,120,0,Urban,N,10910,22.26530612244898,4.083333333333333,0,1,1,1,1,2,0
LP996,Male,Yes,0,Not Graduate,Yes,2528,519,398,12,0,Urban,Y,3047,7.655778894472362,33.166666666666664,1,1,0,1,1,2,1
LP997,Male,No,2,Not Graduate,No,2074,89,601,180,1,Urban,Y,2163,3.5990016638935107,3.338888888888889,1,0,2,1,0,2,1
LP998,Female,Yes,0,Not Graduate,Yes,7600,2851,333,12,0,Urban,Y,10451,31.384384384384383,27.75,0,1,0,1,1,2,1
LP999,Female,Yes,1,Not Graduate,No,289,2843,77,60,1,Semiurban,Y,3132,40.675324675324674,1.2833333333333334,0,1,1,1,0,1,1
LP1000,Male,Yes,3+,Not Graduate,No,1574,1884,668,120,0,Rural,Y,3458,5.176646706586826,5.566666666666666,1,1,3,1,0,0,1
